announced_date,region,number_of_facilities,total_number_of_quarantine_people,total_covid_confirmed_cases,new_positive_within_24hrs,deceased,new_deceased,ref
2020-11-18,Magway,473,3363,1166,23,1,0,http://mohs.gov.mm/su/tkar7901TK
2020-11-18,Sagaing,868,4135,653,7,1,0,http://mohs.gov.mm/su/tkar7901TK
2020-11-18,Kayah,13,403,10,0,0,0,http://mohs.gov.mm/su/tkar7901TK
2020-11-18,Chin,26,370,89,1,1,0,http://mohs.gov.mm/su/tkar7901TK
2020-11-18,Nay Pyi Taw,6,1593,345,6,3,0,http://mohs.gov.mm/su/tkar7901TK
2020-11-18,Kachin,187,1794,154,5,0,0,http://mohs.gov.mm/su/tkar7901TK
2020-11-19,Yangon,316,8662,56864,998,1595,20,http://mohs.gov.mm/su/qtqr6607QT
2020-11-19,Mandalay,209,4509,3899,197,16,0,http://mohs.gov.mm/su/qtqr6607QT
2020-11-19,Bago,1170,7760,4080,167,6,1,http://mohs.gov.mm/su/qtqr6607QT
2020-11-19,Kayin,288,2359,497,10,7,1,http://mohs.gov.mm/su/qtqr6607QT
2020-11-19,Shan (North),429,820,60,1,1,1,http://mohs.gov.mm/su/qtqr6607QT
2020-11-19,Tanintharyi,153,1548,335,15,0,0,http://mohs.gov.mm/su/qtqr6607QT
2020-11-19,Shan (South),118,2100,159,2,1,0,http://mohs.gov.mm/su/qtqr6607QT
2020-11-19,Mon,32,2091,960,66,11,0,http://mohs.gov.mm/su/qtqr6607QT
2020-11-19,Rakhine,302,2104,3351,28,23,1,http://mohs.gov.mm/su/qtqr6607QT
2020-11-19,Shan (East),20,294,16,0,0,0,http://mohs.gov.mm/su/qtqr6607QT
2020-11-19,Ayeyarwady,1477,15626,2210,42,10,2,http://mohs.gov.mm/su/qtqr6607QT
2020-11-19,Magway,473,3363,1181,15,1,0,http://mohs.gov.mm/su/qtqr6607QT
2020-11-19,Sagaing,868,4322,661,8,1,0,http://mohs.gov.mm/su/qtqr6607QT
2020-11-19,Kayah,15,331,10,0,0,0,http://mohs.gov.mm/su/qtqr6607QT
2020-11-19,Chin,27,429,93,4,1,0,http://mohs.gov.mm/su/qtqr6607QT
2020-11-19,Nay Pyi Taw,6,1541,351,6,3,0,http://mohs.gov.mm/su/qtqr6607QT
2020-11-19,Kachin,196,1787,155,1,0,0,http://mohs.gov.mm/su/qtqr6607QT
2020-11-20,Yangon,320,8600,58006,1142,1613,18,http://mohs.gov.mm/su/jhhm4331JH
2020-11-20,Mandalay,209,4527,4010,111,17,1,http://mohs.gov.mm/su/jhhm4331JH
2020-11-20,Bago,1159,7907,4149,69,6,0,http://mohs.gov.mm/su/jhhm4331JH
2020-11-20,Kayin,271,2537,504,7,7,0,http://mohs.gov.mm/su/jhhm4331JH
2020-11-20,Shan (North),434,921,62,2,1,0,http://mohs.gov.mm/su/jhhm4331JH
2020-11-20,Tanintharyi,153,1527,338,3,0,0,http://mohs.gov.mm/su/jhhm4331JH
2020-11-20,Shan (South),118,2096,173,14,1,0,http://mohs.gov.mm/su/jhhm4331JH
2020-11-20,Mon,34,2040,984,24,11,0,http://mohs.gov.mm/su/jhhm4331JH
2020-11-20,Rakhine,305,2225,3367,16,23,0,http://mohs.gov.mm/su/jhhm4331JH
2020-11-20,Shan (East),20,353,16,0,0,0,http://mohs.gov.mm/su/jhhm4331JH
2020-11-20,Ayeyarwady,1512,15908,2287,77,10,0,http://mohs.gov.mm/su/jhhm4331JH
2020-11-20,Magway,473,3363,1218,37,1,0,http://mohs.gov.mm/su/jhhm4331JH
2020-11-20,Sagaing,868,4244,686,25,1,0,http://mohs.gov.mm/su/jhhm4331JH
2020-11-20,Kayah,16,369,11,1,0,0,http://mohs.gov.mm/su/jhhm4331JH
2020-11-20,Chin,27,462,94,1,1,0,http://mohs.gov.mm/su/jhhm4331JH
2020-11-20,Nay Pyi Taw,7,1543,354,3,3,0,http://mohs.gov.mm/su/jhhm4331JH
2020-11-20,Kachin,195,1885,155,0,0,0,http://mohs.gov.mm/su/jhhm4331JH
2020-11-21,Yangon,322,8637,58918,912,1639,26,http://mohs.gov.mm/su/kotd4756KO
2020-11-21,Mandalay,215,4595,4204,194,17,0,http://mohs.gov.mm/su/kotd4756KO
2020-11-21,Bago,1206,8067,4232,83,6,0,http://mohs.gov.mm/su/kotd4756KO
2020-11-21,Kayin,276,2752,522,18,7,0,http://mohs.gov.mm/su/kotd4756KO
2020-11-21,Shan (North),437,1022,64,2,1,0,http://mohs.gov.mm/su/kotd4756KO
2020-11-21,Tanintharyi,153,1629,340,2,0,0,http://mohs.gov.mm/su/kotd4756KO
2020-11-21,Shan (South),118,2140,174,1,1,0,http://mohs.gov.mm/su/kotd4756KO
2020-11-21,Mon,36,2223,1020,36,11,0,http://mohs.gov.mm/su/kotd4756KO
2020-11-21,Rakhine,314,2237,3415,48,24,1,http://mohs.gov.mm/su/kotd4756KO
2020-11-21,Shan (East),20,438,16,0,0,0,http://mohs.gov.mm/su/kotd4756KO
2020-11-21,Ayeyarwady,1512,15283,2345,58,10,0,http://mohs.gov.mm/su/kotd4756KO
2020-11-21,Magway,473,3363,1271,53,1,0,http://mohs.gov.mm/su/kotd4756KO
2020-11-21,Sagaing,868,4285,697,11,1,0,http://mohs.gov.mm/su/kotd4756KO
2020-11-21,Kayah,16,369,12,1,0,0,http://mohs.gov.mm/su/kotd4756KO
2020-11-21,Chin,27,493,95,1,1,0,http://mohs.gov.mm/su/kotd4756KO
2020-11-21,Nay Pyi Taw,7,1543,364,10,3,0,http://mohs.gov.mm/su/kotd4756KO
2020-11-21,Kachin,195,1924,159,4,0,0,http://mohs.gov.mm/su/kotd4756KO
2020-11-22,Yangon,324,"8,858",59776,858,1653,14,http://mohs.gov.mm/su/koqb4781KO
2020-11-22,Mandalay,232,4975,4400,196,18,1,http://mohs.gov.mm/su/koqb4781KO
2020-11-22,Bago,1265,8619,4410,178,7,1,http://mohs.gov.mm/su/koqb4781KO
2020-11-22,Kayin,293,2855,533,11,7,0,http://mohs.gov.mm/su/koqb4781KO
2020-11-22,Shan (North),439,1083,67,3,1,0,http://mohs.gov.mm/su/koqb4781KO
2020-11-22,Tanintharyi,153,1645,346,6,0,0,http://mohs.gov.mm/su/koqb4781KO
2020-11-22,Shan (South),118,2373,176,2,1,0,http://mohs.gov.mm/su/koqb4781KO
2020-11-22,Mon,41,2308,1030,11,11,0,http://mohs.gov.mm/su/koqb4781KO
2020-11-22,Rakhine,315,2294,3456,41,24,0,http://mohs.gov.mm/su/koqb4781KO
2020-11-22,Shan (East),20,442,16,0,0,0,http://mohs.gov.mm/su/koqb4781KO
2020-11-22,Ayeyarwady,1512,14206,2419,74,11,1,http://mohs.gov.mm/su/koqb4781KO
2020-11-22,Magway,473,3363,1276,5,1,0,http://mohs.gov.mm/su/koqb4781KO
2020-11-22,Sagaing,868,4387,704,7,1,0,http://mohs.gov.mm/su/koqb4781KO
2020-11-22,Kayah,16,451,12,0,0,0,http://mohs.gov.mm/su/koqb4781KO
2020-11-22,Chin,27,490,95,0,1,0,http://mohs.gov.mm/su/koqb4781KO
2020-11-22,Nay Pyi Taw,7,1854,366,2,3,0,http://mohs.gov.mm/su/koqb4781KO
2020-11-22,Kachin,195,1989,164,5,0,0,http://mohs.gov.mm/su/koqb4781KO
2020-11-23,Yangon,267,8839,60585,809,1678,25,http://mohs.gov.mm/su/vyjq8306VY
2020-11-23,Mandalay,237,5025,4556,156,18,0,http://mohs.gov.mm/su/vyjq8306VY
2020-11-23,Bago,1292,8694,4489,79,7,0,http://mohs.gov.mm/su/vyjq8306VY
2020-11-23,Kayin,301,2957,541,8,7,0,http://mohs.gov.mm/su/vyjq8306VY
2020-11-23,Shan (North),442,1187,67,0,1,0,http://mohs.gov.mm/su/vyjq8306VY
2020-11-23,Tanintharyi,153,1645,356,10,0,0,http://mohs.gov.mm/su/vyjq8306VY
2020-11-23,Shan (South),118,2494,179,3,1,0,http://mohs.gov.mm/su/vyjq8306VY
2020-11-23,Mon,42,2216,1082,52,11,0,http://mohs.gov.mm/su/vyjq8306VY
2020-11-23,Rakhine,316,2394,3486,30,24,0,http://mohs.gov.mm/su/vyjq8306VY
2020-11-23,Shan (East),20,439,16,0,0,0,http://mohs.gov.mm/su/vyjq8306VY
2020-11-23,Ayeyarwady,1512,14761,2488,69,12,1,http://mohs.gov.mm/su/vyjq8306VY
2020-11-23,Magway,473,3363,1294,18,1,0,http://mohs.gov.mm/su/vyjq8306VY
2020-11-23,Sagaing,868,4627,717,13,1,0,http://mohs.gov.mm/su/vyjq8306VY
2020-11-23,Kayah,16,437,13,1,0,0,http://mohs.gov.mm/su/vyjq8306VY
2020-11-23,Chin,27,498,99,4,1,0,http://mohs.gov.mm/su/vyjq8306VY
2020-11-23,Nay Pyi Taw,7,1758,367,1,3,0,http://mohs.gov.mm/su/vyjq8306VY
2020-11-23,Kachin,207,2268,170,6,0,0,http://mohs.gov.mm/su/vyjq8306VY
2020-11-24,Yangon,267,"9,236",61669,1084,1693,15,http://mohs.gov.mm/su/gltg3367GL
2020-11-24,Mandalay,251,4908,4722,166,22,4,http://mohs.gov.mm/su/gltg3367GL
2020-11-24,Bago,1293,8754,4613,124,7,0,http://mohs.gov.mm/su/gltg3367GL
2020-11-24,Kayin,304,2839,551,10,7,0,http://mohs.gov.mm/su/gltg3367GL
2020-11-24,Shan (North),445,1260,71,4,1,0,http://mohs.gov.mm/su/gltg3367GL
2020-11-24,Tanintharyi,153,1660,362,6,0,0,http://mohs.gov.mm/su/gltg3367GL
2020-11-24,Shan (South),118,2524,186,7,1,0,http://mohs.gov.mm/su/gltg3367GL
2020-11-24,Mon,42,2626,1167,85,11,0,http://mohs.gov.mm/su/gltg3367GL
2020-11-24,Rakhine,319,2446,3532,46,24,0,http://mohs.gov.mm/su/gltg3367GL
2020-11-24,Shan (East),20,475,16,0,0,0,http://mohs.gov.mm/su/gltg3367GL
2020-11-24,Ayeyarwady,1512,14450,2558,70,12,0,http://mohs.gov.mm/su/gltg3367GL
2020-11-24,Magway,473,3363,1402,108,1,0,http://mohs.gov.mm/su/gltg3367GL
2020-11-24,Sagaing,868,4876,734,17,1,0,http://mohs.gov.mm/su/gltg3367GL
2020-11-24,Kayah,16,455,13,0,0,0,http://mohs.gov.mm/su/gltg3367GL
2020-11-24,Chin,27,553,101,2,1,0,http://mohs.gov.mm/su/gltg3367GL
2020-11-24,Nay Pyi Taw,7,1601,368,1,3,0,http://mohs.gov.mm/su/gltg3367GL
2020-11-24,Kachin,208,2263,171,1,0,0,http://mohs.gov.mm/su/gltg3367GL
2020-11-25,Yangon,269,9237,62457,788,1713,20,http://mohs.gov.mm/su/uenc8239UE
2020-11-25,Mandalay,258,4808,4958,236,28,6,http://mohs.gov.mm/su/uenc8239UE
2020-11-25,Bago,1263,8635,4702,89,7,0,http://mohs.gov.mm/su/uenc8239UE
2020-11-25,Kayin,301,2474,553,2,7,0,http://mohs.gov.mm/su/uenc8239UE
2020-11-25,Shan (North),446,1307,72,1,1,0,http://mohs.gov.mm/su/uenc8239UE
2020-11-25,Tanintharyi,153,1791,368,6,0,0,http://mohs.gov.mm/su/uenc8239UE
2020-11-25,Shan (South),118,2524,200,14,1,0,http://mohs.gov.mm/su/uenc8239UE
2020-11-25,Mon,40,2639,1214,47,11,0,http://mohs.gov.mm/su/uenc8239UE
2020-11-25,Rakhine,328,2589,3557,25,24,0,http://mohs.gov.mm/su/uenc8239UE
2020-11-25,Shan (East),20,491,17,1,0,0,http://mohs.gov.mm/su/uenc8239UE
2020-11-25,Ayeyarwady,1512,14544,2641,83,12,0,http://mohs.gov.mm/su/uenc8239UE
2020-11-25,Magway,473,3363,1411,9,1,0,http://mohs.gov.mm/su/uenc8239UE
2020-11-25,Sagaing,868,4800,755,21,1,0,http://mohs.gov.mm/su/uenc8239UE
2020-11-25,Kayah,16,597,13,0,0,0,http://mohs.gov.mm/su/uenc8239UE
2020-11-25,Chin,27,591,101,0,1,0,http://mohs.gov.mm/su/uenc8239UE
2020-11-25,Nay Pyi Taw,8,1393,372,4,3,0,http://mohs.gov.mm/su/uenc8239UE
2020-11-25,Kachin,208,2193,175,4,0,0,http://mohs.gov.mm/su/uenc8239UE
2020-11-26,Yangon,269,8604,63458,1001,1744,31,http://mohs.gov.mm/su/papb6325PA
2020-11-26,Mandalay,260,4774,5228,270,28,0,http://mohs.gov.mm/su/papb6325PA
2020-11-26,Bago,1262,8464,4846,144,8,1,http://mohs.gov.mm/su/papb6325PA
2020-11-26,Kayin,361,2735,594,41,8,1,http://mohs.gov.mm/su/papb6325PA
2020-11-26,Shan (North),446,1343,77,5,1,0,http://mohs.gov.mm/su/papb6325PA
2020-11-26,Tanintharyi,153,1731,371,3,0,0,http://mohs.gov.mm/su/papb6325PA
2020-11-26,Shan (South),118,2617,209,9,1,0,http://mohs.gov.mm/su/papb6325PA
2020-11-26,Mon,41,2451,1228,14,11,0,http://mohs.gov.mm/su/papb6325PA
2020-11-26,Rakhine,334,2638,3576,19,24,0,http://mohs.gov.mm/su/papb6325PA
2020-11-26,Shan (East),20,492,17,0,0,0,http://mohs.gov.mm/su/papb6325PA
2020-11-26,Ayeyarwady,1512,13910,2695,54,14,2,http://mohs.gov.mm/su/papb6325PA
2020-11-26,Magway,473,3363,1426,15,1,0,http://mohs.gov.mm/su/papb6325PA
2020-11-26,Sagaing,868,4836,787,32,2,1,http://mohs.gov.mm/su/papb6325PA
2020-11-26,Kayah,16,512,15,2,0,0,http://mohs.gov.mm/su/papb6325PA
2020-11-26,Chin,27,573,104,3,1,0,http://mohs.gov.mm/su/papb6325PA
2020-11-26,Nay Pyi Taw,8,1376,387,15,3,0,http://mohs.gov.mm/su/papb6325PA
2020-11-26,Kachin,208,2176,187,12,0,0,http://mohs.gov.mm/su/papb6325PA
2020-11-27,Yangon,269,8604,64323,865,1757,13,http://mohs.gov.mm/su/ibjv3992IB
2020-11-27,Mandalay,270,4686,5440,212,32,4,http://mohs.gov.mm/su/ibjv3992IB
2020-11-27,Bago,1256,8059,4969,123,8,0,http://mohs.gov.mm/su/ibjv3992IB
2020-11-27,Kayin,359,2775,604,10,10,2,http://mohs.gov.mm/su/ibjv3992IB
2020-11-27,Shan (North),446,1346,83,6,1,0,http://mohs.gov.mm/su/ibjv3992IB
2020-11-27,Tanintharyi,153,1609,393,22,0,0,http://mohs.gov.mm/su/ibjv3992IB
2020-11-27,Shan (South),118,2574,214,5,1,0,http://mohs.gov.mm/su/ibjv3992IB
2020-11-27,Mon,41,2404,1268,40,11,0,http://mohs.gov.mm/su/ibjv3992IB
2020-11-27,Rakhine,334,2638,3595,19,24,0,http://mohs.gov.mm/su/ibjv3992IB
2020-11-27,Shan (East),20,549,23,6,0,0,http://mohs.gov.mm/su/ibjv3992IB
2020-11-27,Ayeyarwady,1524,13679,2781,86,14,0,http://mohs.gov.mm/su/ibjv3992IB
2020-11-27,Magway,474,3504,1439,13,1,0,http://mohs.gov.mm/su/ibjv3992IB
2020-11-27,Sagaing,868,4840,801,14,2,0,http://mohs.gov.mm/su/ibjv3992IB
2020-11-27,Kayah,16,502,16,1,0,0,http://mohs.gov.mm/su/ibjv3992IB
2020-11-27,Chin,27,573,105,1,1,0,http://mohs.gov.mm/su/ibjv3992IB
2020-11-27,Nay Pyi Taw,8,1350,388,1,3,0,http://mohs.gov.mm/su/ibjv3992IB
2020-11-27,Kachin,208,2113,191,4,0,0,http://mohs.gov.mm/su/ibjv3992IB
2020-11-28,Yangon,269,9035,65183,860,1775,18,http://mohs.gov.mm/su/hgsl3544HG
2020-11-28,Mandalay,261,4595,5582,142,36,4,http://mohs.gov.mm/su/hgsl3544HG
2020-11-28,Bago,1248,7731,5072,103,8,0,http://mohs.gov.mm/su/hgsl3544HG
2020-11-28,Kayin,367,2703,608,4,10,0,http://mohs.gov.mm/su/hgsl3544HG
2020-11-28,Shan (North),447,1375,87,4,1,0,http://mohs.gov.mm/su/hgsl3544HG
2020-11-28,Tanintharyi,153,1609,398,5,0,0,http://mohs.gov.mm/su/hgsl3544HG
2020-11-28,Shan (South),118,2639,218,4,1,0,http://mohs.gov.mm/su/hgsl3544HG
2020-11-28,Mon,43,2496,1286,18,11,0,http://mohs.gov.mm/su/hgsl3544HG
2020-11-28,Rakhine,341,2724,3615,20,24,0,http://mohs.gov.mm/su/hgsl3544HG
2020-11-28,Shan (East),20,504,27,4,0,0,http://mohs.gov.mm/su/hgsl3544HG
2020-11-28,Ayeyarwady,1499,12747,2853,72,14,0,http://mohs.gov.mm/su/hgsl3544HG
2020-11-28,Magway,474,3504,1505,66,1,0,http://mohs.gov.mm/su/hgsl3544HG
2020-11-28,Sagaing,868,4845,815,14,2,0,http://mohs.gov.mm/su/hgsl3544HG
2020-11-28,Kayah,16,531,16,0,0,0,http://mohs.gov.mm/su/hgsl3544HG
2020-11-28,Chin,29,554,113,8,1,0,http://mohs.gov.mm/su/hgsl3544HG
2020-11-28,Nay Pyi Taw,8,1242,400,12,3,0,http://mohs.gov.mm/su/hgsl3544HG
2020-11-28,Kachin,208,2027,199,8,0,0,http://mohs.gov.mm/su/hgsl3544HG
2020-11-29,Yangon,269,9025,66097,914,1802,27,http://mohs.gov.mm/su/bmru1505BM
2020-11-29,Mandalay,265,4553,5881,299,39,3,http://mohs.gov.mm/su/bmru1505BM
2020-11-29,Bago,1248,7731,5163,91,8,0,http://mohs.gov.mm/su/bmru1505BM
2020-11-29,Kayin,365,2547,609,1,10,0,http://mohs.gov.mm/su/bmru1505BM
2020-11-29,Shan (North),448,1382,91,4,1,0,http://mohs.gov.mm/su/bmru1505BM
2020-11-29,Tanintharyi,153,1710,405,7,0,0,http://mohs.gov.mm/su/bmru1505BM
2020-11-29,Shan (South),118,2570,241,23,1,0,http://mohs.gov.mm/su/bmru1505BM
2020-11-29,Mon,37,2320,1300,14,12,1,http://mohs.gov.mm/su/bmru1505BM
2020-11-29,Rakhine,333,2620,3636,21,24,0,http://mohs.gov.mm/su/bmru1505BM
2020-11-29,Shan (East),20,507,37,10,0,0,http://mohs.gov.mm/su/bmru1505BM
2020-11-29,Ayeyarwady,1499,12353,2937,84,14,0,http://mohs.gov.mm/su/bmru1505BM
2020-11-29,Magway,474,3504,1520,15,1,0,http://mohs.gov.mm/su/bmru1505BM
2020-11-29,Sagaing,868,4773,827,12,2,0,http://mohs.gov.mm/su/bmru1505BM
2020-11-29,Kayah,17,541,16,0,0,0,http://mohs.gov.mm/su/bmru1505BM
2020-11-29,Chin,29,525,114,1,1,0,http://mohs.gov.mm/su/bmru1505BM
2020-11-29,Nay Pyi Taw,8,1299,406,6,3,0,http://mohs.gov.mm/su/bmru1505BM
2020-11-29,Kachin,208,2073,206,7,0,0,http://mohs.gov.mm/su/bmru1505BM
2020-11-30,Yangon,269,8953,66662,565,1822,20,http://mohs.gov.mm/su/nyex5723NY
2020-11-30,Mandalay,274,4654,6028,147,41,2,http://mohs.gov.mm/su/nyex5723NY
2020-11-30,Bago,1225,7385,5295,132,8,0,http://mohs.gov.mm/su/nyex5723NY
2020-11-30,Kayin,359,2543,645,36,10,0,http://mohs.gov.mm/su/nyex5723NY
2020-11-30,Shan (North),449,1390,92,1,1,0,http://mohs.gov.mm/su/nyex5723NY
2020-11-30,Tanintharyi,153,1778,415,10,0,0,http://mohs.gov.mm/su/nyex5723NY
2020-11-30,Shan (South),118,2610,265,24,1,0,http://mohs.gov.mm/su/nyex5723NY
2020-11-30,Mon,37,2103,1430,130,12,0,http://mohs.gov.mm/su/nyex5723NY
2020-11-30,Rakhine,330,2514,3664,28,24,0,http://mohs.gov.mm/su/nyex5723NY
2020-11-30,Shan (East),20,518,51,14,0,0,http://mohs.gov.mm/su/nyex5723NY
2020-11-30,Ayeyarwady,1499,11991,3000,63,14,0,http://mohs.gov.mm/su/nyex5723NY
2020-11-30,Magway,474,3504,1555,35,1,0,http://mohs.gov.mm/su/nyex5723NY
2020-11-30,Sagaing,868,4722,844,17,3,1,http://mohs.gov.mm/su/nyex5723NY
2020-11-30,Kayah,17,541,17,1,0,0,http://mohs.gov.mm/su/nyex5723NY
2020-11-30,Chin,29,516,122,8,1,0,http://mohs.gov.mm/su/nyex5723NY
2020-11-30,Nay Pyi Taw,8,1201,417,11,3,0,http://mohs.gov.mm/su/nyex5723NY
2020-11-30,Kachin,208,1993,211,5,0,0,http://mohs.gov.mm/su/nyex5723NY
2020-01-12,Yangon,257,8407,67547,885,1845,23,http://mohs.gov.mm/su/qsfz6617QS
2020-01-12,Mandalay,273,4503,6327,299,48,7,http://mohs.gov.mm/su/qsfz6617QS
2020-01-12,Bago,1230,7066,5387,92,9,1,http://mohs.gov.mm/su/qsfz6617QS
2020-01-12,Kayin,346,2476,646,1,10,0,http://mohs.gov.mm/su/qsfz6617QS
2020-01-12,Shan (North),449,1390,97,5,1,0,http://mohs.gov.mm/su/qsfz6617QS
2020-01-12,Tanintharyi,153,1782,417,2,0,0,http://mohs.gov.mm/su/qsfz6617QS
2020-01-12,Shan (South),118,2687,267,2,1,0,http://mohs.gov.mm/su/qsfz6617QS
2020-01-12,Mon,37,2020,1462,32,12,0,http://mohs.gov.mm/su/qsfz6617QS
2020-01-12,Rakhine,330,2510,3721,57,24,0,http://mohs.gov.mm/su/qsfz6617QS
2020-01-12,Shan (East),20,473,66,15,0,0,http://mohs.gov.mm/su/qsfz6617QS
2020-01-12,Ayeyarwady,1499,11384,3023,23,14,0,http://mohs.gov.mm/su/qsfz6617QS
2020-01-12,Magway,474,3504,1570,15,1,0,http://mohs.gov.mm/su/qsfz6617QS
2020-01-12,Sagaing,868,4690,869,25,3,0,http://mohs.gov.mm/su/qsfz6617QS
2020-01-12,Kayah,17,467,18,1,0,0,http://mohs.gov.mm/su/qsfz6617QS
2020-01-12,Chin,29,536,123,1,1,0,http://mohs.gov.mm/su/qsfz6617QS
2020-01-12,Nay Pyi Taw,7,1178,423,6,3,0,http://mohs.gov.mm/su/qsfz6617QS
2020-01-12,Kachin,208,1991,226,15,0,0,http://mohs.gov.mm/su/qsfz6617QS
2020-02-12,Yangon,258,8184,68440,893,1865,20,http://mohs.gov.mm/su/lisg5019LI
2020-02-12,Mandalay,279,4390,6506,179,53,5,http://mohs.gov.mm/su/lisg5019LI
2020-02-12,Bago,1195,6865,5486,99,9,0,http://mohs.gov.mm/su/lisg5019LI
2020-02-12,Kayin,298,2615,692,46,10,0,http://mohs.gov.mm/su/lisg5019LI
2020-02-12,Shan (North),452,1374,98,1,1,0,http://mohs.gov.mm/su/lisg5019LI
2020-02-12,Tanintharyi,153,1711,422,5,0,0,http://mohs.gov.mm/su/lisg5019LI
2020-02-12,Shan (South),118,2542,279,12,1,0,http://mohs.gov.mm/su/lisg5019LI
2020-02-12,Mon,37,2051,1504,42,12,0,http://mohs.gov.mm/su/lisg5019LI
2020-02-12,Rakhine,320,2485,3764,43,25,1,http://mohs.gov.mm/su/lisg5019LI
2020-02-12,Shan (East),20,473,73,7,0,0,http://mohs.gov.mm/su/lisg5019LI
2020-02-12,Ayeyarwady,1479,10803,3064,41,14,0,http://mohs.gov.mm/su/lisg5019LI
2020-02-12,Magway,535,3076,1583,13,1,0,http://mohs.gov.mm/su/lisg5019LI
2020-02-12,Sagaing,868,4645,889,20,3,0,http://mohs.gov.mm/su/lisg5019LI
2020-02-12,Kayah,12,317,21,3,0,0,http://mohs.gov.mm/su/lisg5019LI
2020-02-12,Chin,30,535,125,2,1,0,http://mohs.gov.mm/su/lisg5019LI
2020-02-12,Nay Pyi Taw,7,1178,428,5,3,0,http://mohs.gov.mm/su/lisg5019LI
2020-02-12,Kachin,208,1875,226,0,0,0,http://mohs.gov.mm/su/lisg5019LI
2020-03-12,Yangon,258,8039,69251,811,1892,27,http://mohs.gov.mm/su/sbos7513SB
2020-03-12,Mandalay,277,4376,6757,251,54,1,http://mohs.gov.mm/su/sbos7513SB
2020-03-12,Bago,1186,6891,5584,98,10,1,http://mohs.gov.mm/su/sbos7513SB
2020-03-12,Kayin,303,2622,703,11,10,0,http://mohs.gov.mm/su/sbos7513SB
2020-03-12,Shan (North),452,1310,101,3,1,0,http://mohs.gov.mm/su/sbos7513SB
2020-03-12,Tanintharyi,153,1624,429,7,0,0,http://mohs.gov.mm/su/sbos7513SB
2020-03-12,Shan (South),118,2617,290,11,1,0,http://mohs.gov.mm/su/sbos7513SB
2020-03-12,Mon,38,1456,1530,26,12,0,http://mohs.gov.mm/su/sbos7513SB
2020-03-12,Rakhine,323,2477,3775,11,25,0,http://mohs.gov.mm/su/sbos7513SB
2020-03-12,Shan (East),20,781,75,2,0,0,http://mohs.gov.mm/su/sbos7513SB
2020-03-12,Ayeyarwady,1473,10047,3146,82,15,1,http://mohs.gov.mm/su/sbos7513SB
2020-03-12,Magway,535,3076,1615,32,1,0,http://mohs.gov.mm/su/sbos7513SB
2020-03-12,Sagaing,868,4621,943,54,3,0,http://mohs.gov.mm/su/sbos7513SB
2020-03-12,Kayah,19,603,21,0,0,0,http://mohs.gov.mm/su/sbos7513SB
2020-03-12,Chin,31,514,126,1,1,0,http://mohs.gov.mm/su/sbos7513SB
2020-03-12,Nay Pyi Taw,8,1315,430,2,3,0,http://mohs.gov.mm/su/sbos7513SB
2020-03-12,Kachin,208,1815,242,16,0,0,http://mohs.gov.mm/su/sbos7513SB
2020-04-12,Yangon,261,7416,70055,804,1916,24,http://mohs.gov.mm/su/ehad2562EH
2020-04-12,Mandalay,283,4509,7028,271,58,4,http://mohs.gov.mm/su/ehad2562EH
2020-04-12,Bago,1178,6390,5696,112,11,1,http://mohs.gov.mm/su/ehad2562EH
2020-04-12,Kayin,296,2587,704,1,11,1,http://mohs.gov.mm/su/ehad2562EH
2020-04-12,Shan (North),454,1301,101,0,1,0,http://mohs.gov.mm/su/ehad2562EH
2020-04-12,Tanintharyi,153,1672,447,18,0,0,http://mohs.gov.mm/su/ehad2562EH
2020-04-12,Shan (South),118,2794,306,16,1,0,http://mohs.gov.mm/su/ehad2562EH
2020-04-12,Mon,35,1549,1557,27,12,0,http://mohs.gov.mm/su/ehad2562EH
2020-04-12,Rakhine,317,2483,3817,42,25,0,http://mohs.gov.mm/su/ehad2562EH
2020-04-12,Shan (East),20,1065,89,14,0,0,http://mohs.gov.mm/su/ehad2562EH
2020-04-12,Ayeyarwady,1473,10259,3224,78,16,1,http://mohs.gov.mm/su/ehad2562EH
2020-04-12,Magway,535,3076,1668,53,1,0,http://mohs.gov.mm/su/ehad2562EH
2020-04-12,Sagaing,902,4821,978,35,3,0,http://mohs.gov.mm/su/ehad2562EH
2020-04-12,Kayah,19,594,22,1,0,0,http://mohs.gov.mm/su/ehad2562EH
2020-04-12,Chin,32,381,129,3,1,0,http://mohs.gov.mm/su/ehad2562EH
2020-04-12,Nay Pyi Taw,8,1412,435,5,3,0,http://mohs.gov.mm/su/ehad2562EH
2020-04-12,Kachin,208,1825,264,22,0,0,http://mohs.gov.mm/su/ehad2562EH
2020-05-12,Yangon,261,7552,70906,851,1936,20,http://mohs.gov.mm/su/yhsc9603YH
2020-05-12,Mandalay,284,4488,7293,266,58,0,http://mohs.gov.mm/su/yhsc9603YH
2020-05-12,Bago,1077,6022,5781,85,11,0,http://mohs.gov.mm/su/yhsc9603YH
2020-05-12,Kayin,293,2520,721,17,11,0,http://mohs.gov.mm/su/yhsc9603YH
2020-05-12,Shan (North),449,1374,101,0,1,0,http://mohs.gov.mm/su/yhsc9603YH
2020-05-12,Tanintharyi,153,1672,464,17,0,0,http://mohs.gov.mm/su/yhsc9603YH
2020-05-12,Shan (South),118,2467,308,2,1,0,http://mohs.gov.mm/su/yhsc9603YH
2020-05-12,Mon,35,1788,1607,50,12,0,http://mohs.gov.mm/su/yhsc9603YH
